Species;Date;Year;Quarter;Month;Index;Appr. status;Seqno;Haul;Validity;Station name;Subsam;Processing;Size;Sex;Subdiv;Rect;ICES;Lat;Long;Bottom depth;Duration;Dist.;Doorspread;Opening;Headropedepth;Swept area;Kg/hour;Tot. no./hour;Lengthcl.;No./hour;Length measure type;DNA sampleID;NumberToSample;SMHI serial no
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;260;352;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;270;234,7;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;280;234,7;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;290;88;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;300;88;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;310;58,7;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;330;88;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;350;29,3;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.55;No;10099;55;V;1 S TENERIFFA;0;0;9;;25;4061;40G6;5546,032;1639,541;56,4;20;,99;69,16;6,3;;0,3800;771,336;6619,7;360;29,3;Total length TL;;;184
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;70;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;80;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;100;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;110;8;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;120;10;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;130;8;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;140;6;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;150;4;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;160;6;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;170;6;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;180;8;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;190;10;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;200;12;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;210;4;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;220;8;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;230;6;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;240;6;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;280;4;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;290;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;300;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;310;4;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;320;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;330;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;340;4;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;350;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;370;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;390;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.56;No;10100;56;V;ARGOS TRACK;0;0;9;;25;4061;40G6;5552,221;1604,257;55;30;1,52;72,65;6,1;;0,4090;15,12;136;430;2;Total length TL;;;185
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;90;2,2;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;100;2,2;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;140;69,6;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;160;208,8;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;180;278,3;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;190;695,8;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;200;1530,8;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;210;695,8;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;220;695,8;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;230;417,5;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;240;69,6;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;270;69,6;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;290;69,6;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;330;2,2;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;350;2,2;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;360;2,2;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.57;No;10101;57;V;11 SE UTKLIPPAN;0;0;9;;25;4060;40G5;5550,558;1558,321;57,5;27;1,34;71,49;4,2;;0,3940;372,407;4814,6;390;2,2;Total length TL;;;186
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;180;15,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;190;122;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;200;259,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;210;381,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;220;228,8;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;230;228,8;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;240;198,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;250;198,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;260;198,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;270;137,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;280;122;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;290;76,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;300;76,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;310;45,8;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;320;30,5;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;340;30,5;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;350;45,8;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;360;2;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;370;17,3;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;420;2;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;440;2;Total length TL;;;
cod;2023-02-22;2023;1;2;SEYB.2023.58;No;10102;58;V;INRE  U10;0;0;9;;25;4060;40G5;5547,859;1554,236;60,8;30;1,5;63,4;6;;0,3520;334,28;2419,8;460;2;Total length TL;;;
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;180;2;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;190;6;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;200;10;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;210;16;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;220;24;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;230;18;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;240;14;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;250;10;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;260;2;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;270;8;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;280;2;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;290;6;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;300;2;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;330;2;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.59;No;10103;59;V;TÅNGEN;0;0;9;;25;4060;40G5;5538,74;1547,219;68,2;30;1,48;68,59;5,7;;0,3760;15,28;126;340;4;Total length TL;;;188
cod;2023-02-23;2023;1;2;SEYB.2023.60;No;10104;60;V;YTTERTORPET;0;0;9;;25;4060;40G5;5549,447;1525,679;52;30;1,54;72,89;6;;0,4160;186,692;1865,1;120;9,2;Total length TL;;;
cod;2023-02-23;2023;1;2;SEYB.2023.60;No;10104;60;V;YTTERTORPET;0;0;9;;25;4060;40G5;5549,447;1525,679;52;30;1,54;72,89;6;;0,4160;186,692;1865,1;130;18,5;Total length TL;;;
cod;2023-02-23;2023;1;2;SEYB.2023.60;No;10104;60;V;YTTERTORPET;0;0;9;;25;4060;40G5;5549,447;1525,679;52;30;1,54;72,89;6;;0,4160;186,692;1865,1;140;9,2;Total length TL;;;
cod;2023-02-23;2023;1;2;SEYB.2023.60;No;10104;60;V;YTTERTORPET;0;0;9;;25;4060;40G5;5549,447;1525,679;52;30;1,54;72,89;6;;0,4160;186,692;1865,1;150;27,7;Total length TL;;;
cod;2023-02-23;2023;1;2;SEYB.2023.60;No;10104;60;V;YTTERTORPET;0;0;9;;25;4060;40G5;5549,447;1525,679;52;30;1,54;72,89;6;;0,4160;186,692;1865,1;160;36,9;Total length TL;;;
cod;2023-02-23;2023;1;2;SEYB.2023.60;No;10104;60;V;YTTERTORPET;0;0;9;;25;4060;40G5;5549,447;1525,679;52;30;1,54;72,89;6;;0,4160;186,692;1865,1;170;83,1;Total length TL;;;
