"","FR_tot","FR_sad","FR_spr","saduria_entomon_tot","tot_prey_biom","common_tot","unique_pred_id","year","quarter","time_period","quarter_fact","pred_weight_g","pred_cm","predator_spec","predcod_density","predfle_density","predcod_density_sc","predfle_density_sc","depth","X","Y","lat","long","ices_rect","cruise"
"20",0.000893785455009759,0,0,0,0.49,0.49,"2006_4_1_2006_12_2_1_BALL_41G8_19_NA_380_NA_1_COD",2006,4,"2006-2020","Quarter 4",548.72,38,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"21",0.00110801826878902,0,0,0,0.82,0.82,"2006_4_1_2006_12_2_1_BALL_41G8_2_NA_420_NA_1_COD",2006,4,"2006-2020","Quarter 4",740.88,42,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"22",0.000125015626953369,0,0,0,0.08,0.08,"2006_4_1_2006_12_2_1_BALL_41G8_20_NA_400_NA_1_COD",2006,4,"2006-2020","Quarter 4",640,40,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"23",0.000919117647058824,0,0,0,0.33,0.33,"2006_4_1_2006_12_2_1_BALL_41G8_21_NA_330_NA_1_COD",2006,4,"2006-2020","Quarter 4",359.37,33,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"24",0.00160630841121495,0,0,0,0.11,0.11,"2006_4_1_2006_12_2_1_BALL_41G8_22_NA_190_NA_1_COD",2006,4,"2006-2020","Quarter 4",68.59,19,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"25",0.00180706613524286,0,0,0,1.07,1.07,"2006_4_1_2006_12_2_1_BALL_41G8_23_NA_390_NA_1_COD",2006,4,"2006-2020","Quarter 4",593.19,39,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"26",0.000200506735203514,0,0,0,0.11,0.11,"2006_4_1_2006_12_2_1_BALL_41G8_24_NA_380_NA_1_COD",2006,4,"2006-2020","Quarter 4",548.72,38,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"27",0.00153643546971027,0,0,0,0.91,0.91,"2006_4_1_2006_12_2_1_BALL_41G8_25_NA_390_NA_1_COD",2006,4,"2006-2020","Quarter 4",593.19,39,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"28",0.00352346422917837,0,0,0,1.38,1.38,"2006_4_1_2006_12_2_1_BALL_41G8_26_NA_340_NA_1_COD",2006,4,"2006-2020","Quarter 4",393.04,34,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"29",0.0015025973468424,0,0,0,0.7,0.7,"2006_4_1_2006_12_2_1_BALL_41G8_28_NA_360_NA_1_COD",2006,4,"2006-2020","Quarter 4",466.56,36,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"30",0.00240811746002057,0,0,0,1.03,1.03,"2006_4_1_2006_12_2_1_BALL_41G8_29_NA_350_NA_1_COD",2006,4,"2006-2020","Quarter 4",428.75,35,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"31",0.000891626813649996,0,0,0,0.66,0.66,"2006_4_1_2006_12_2_1_BALL_41G8_3_NA_420_NA_1_COD",2006,4,"2006-2020","Quarter 4",740.88,42,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"32",0.0029105452817487,0,0,0,1.47,1.47,"2006_4_1_2006_12_2_1_BALL_41G8_30_NA_370_NA_1_COD",2006,4,"2006-2020","Quarter 4",506.53,37,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"33",0.00370285247325008,0,0,0,1.45,1.45,"2006_4_1_2006_12_2_1_BALL_41G8_31_NA_340_NA_1_COD",2006,4,"2006-2020","Quarter 4",393.04,34,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"34",0.000486144871171609,0,0,0,0.36,0.36,"2006_4_1_2006_12_2_1_BALL_41G8_32_NA_420_NA_1_COD",2006,4,"2006-2020","Quarter 4",740.88,42,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"35",0.00183992640294388,0,0,0,0.66,0.66,"2006_4_1_2006_12_2_1_BALL_41G8_33_NA_330_NA_1_COD",2006,4,"2006-2020","Quarter 4",359.37,33,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"36",0.000488519785051295,0,0,0,0.02,0.02,"2006_4_1_2006_12_2_1_BALL_41G8_34_NA_160_NA_1_COD",2006,4,"2006-2020","Quarter 4",40.96,16,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"37",0.000185219485089831,0,0,0,0.05,0.05,"2006_4_1_2006_12_2_1_BALL_41G8_35_NA_300_NA_1_COD",2006,4,"2006-2020","Quarter 4",270,30,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"38",0.00058343057176196,0,0,0,0.25,0.25,"2006_4_1_2006_12_2_1_BALL_41G8_36_NA_350_NA_1_COD",2006,4,"2006-2020","Quarter 4",428.75,35,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"39",0.000214380654289757,0,0,0,0.1,0.1,"2006_4_1_2006_12_2_1_BALL_41G8_38_NA_360_NA_1_COD",2006,4,"2006-2020","Quarter 4",466.56,36,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"40",0.000816993464052288,0,0,0,0.35,0.35,"2006_4_1_2006_12_2_1_BALL_41G8_39_NA_350_NA_1_COD",2006,4,"2006-2020","Quarter 4",428.75,35,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"41",0.000250488935133,0,0,0,0.26,0.26,"2006_4_1_2006_12_2_1_BALL_41G8_4_NA_470_NA_1_COD",2006,4,"2006-2020","Quarter 4",1038.23,47,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"42",0.00118918918918919,0,0,0,0.88,0.88,"2006_4_1_2006_12_2_1_BALL_41G8_40_NA_420_NA_1_COD",2006,4,"2006-2020","Quarter 4",740.88,42,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"43",0.00600995936122718,0,0,0,1.05,1.05,"2006_4_1_2006_12_2_1_BALL_41G8_41_NA_260_NA_1_COD",2006,4,"2006-2020","Quarter 4",175.76,26,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"44",0.00349045012844856,0,0,0,1.25,1.25,"2006_4_1_2006_12_2_1_BALL_41G8_42_NA_330_NA_1_COD",2006,4,"2006-2020","Quarter 4",359.37,33,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"45",0.00441599821124123,0,0,0,1.58,1.58,"2006_4_1_2006_12_2_1_BALL_41G8_43_NA_330_NA_1_COD",2006,4,"2006-2020","Quarter 4",359.37,33,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"46",0.000150952890118875,0,0,0,0.12,0.12,"2006_4_1_2006_12_2_1_BALL_41G8_44_NA_430_NA_1_COD",2006,4,"2006-2020","Quarter 4",795.07,43,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"47",0.00639597260047867,0,0,0,1.55,1.55,"2006_4_1_2006_12_2_1_BALL_41G8_45_NA_290_NA_1_COD",2006,4,"2006-2020","Quarter 4",243.89,29,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"48",0.00288035768023731,0,0,0,1.34,1.34,"2006_4_1_2006_12_2_1_BALL_41G8_46_NA_360_NA_1_COD",2006,4,"2006-2020","Quarter 4",466.56,36,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"49",0.00219635405227323,0,0,0,1.3,1.3,"2006_4_1_2006_12_2_1_BALL_41G8_47_NA_390_NA_1_COD",2006,4,"2006-2020","Quarter 4",593.19,39,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"50",0.00019690916135753,0,0,0,0.31,0.31,"2006_4_1_2006_12_2_1_BALL_41G8_48_NA_540_NA_1_COD",2006,4,"2006-2020","Quarter 4",1574.64,54,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"51",0.000399704369598335,0,0,0,0.53,0.53,"2006_4_1_2006_12_2_1_BALL_41G8_49_NA_510_NA_1_COD",2006,4,"2006-2020","Quarter 4",1326.51,51,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"52",0.00130755037701036,0,0,0,0.9,0.9,"2006_4_1_2006_12_2_1_BALL_41G8_50_NA_410_NA_1_COD",2006,4,"2006-2020","Quarter 4",689.21,41,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"53",0.00126171833386598,0,0,0,3.79,3.79,"2006_4_1_2006_12_2_1_BALL_41G8_51_NA_670_NA_1_COD",2006,4,"2006-2020","Quarter 4",3007.63,67,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"54",0.000784120115585113,0,0,0,0.54,0.54,"2006_4_1_2006_12_2_1_BALL_41G8_52_NA_410_NA_1_COD",2006,4,"2006-2020","Quarter 4",689.21,41,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"55",0.00159629409371185,0,0,0,1.02,1.02,"2006_4_1_2006_12_2_1_BALL_41G8_53_NA_400_NA_1_COD",2006,4,"2006-2020","Quarter 4",640,40,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"56",0.00118287201324817,0,0,0,1.15,1.15,"2006_4_1_2006_12_2_1_BALL_41G8_54_NA_460_NA_1_COD",2006,4,"2006-2020","Quarter 4",973.36,46,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"57",0.000199607829323564,0,0,0,0.17,0.17,"2006_4_1_2006_12_2_1_BALL_41G8_55_NA_440_NA_1_COD",2006,4,"2006-2020","Quarter 4",851.84,44,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"58",0.000863735450170691,0,0,0,0.84,0.84,"2006_4_1_2006_12_2_1_BALL_41G8_57_NA_460_NA_1_COD",2006,4,"2006-2020","Quarter 4",973.36,46,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"59",0.00292920040990668,0,0,0,3.23,3.23,"2006_4_1_2006_12_2_1_BALL_41G8_58_NA_480_NA_1_COD",2006,4,"2006-2020","Quarter 4",1105.92,48,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"60",0.00133214109746528,0,0,0,0.73,0.73,"2006_4_1_2006_12_2_1_BALL_41G8_59_NA_380_NA_1_COD",2006,4,"2006-2020","Quarter 4",548.72,38,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"61",0.00360671161988396,0,0,0,2.3,2.3,"2006_4_1_2006_12_2_1_BALL_41G8_6_NA_400_NA_1_COD",2006,4,"2006-2020","Quarter 4",640,40,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"62",0.000945715906941555,0,0,0,0.7,0.7,"2006_4_1_2006_12_2_1_BALL_41G8_60_NA_420_NA_1_COD",2006,4,"2006-2020","Quarter 4",740.88,42,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"63",0.0056472819761176,0,0,0,2.62,2.62,"2006_4_1_2006_12_2_1_BALL_41G8_62_NA_360_NA_1_COD",2006,4,"2006-2020","Quarter 4",466.56,36,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"64",0.000369989722507708,0,0,0,0.36,0.36,"2006_4_1_2006_12_2_1_BALL_41G8_63_NA_460_NA_1_COD",2006,4,"2006-2020","Quarter 4",973.36,46,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"65",0.00648094111865344,0,0,0,2.11,2.11,"2006_4_1_2006_12_2_1_BALL_41G8_64_NA_320_NA_1_COD",2006,4,"2006-2020","Quarter 4",327.68,32,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"66",0.000444976277953831,0,0,0,0.74,0.71,"2006_4_1_2006_12_2_1_BALL_41G8_65_NA_550_NA_1_COD",2006,4,"2006-2020","Quarter 4",1663.75,55,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"67",0.000446292250957179,0,0,0,0.38,0.38,"2006_4_1_2006_12_2_1_BALL_41G8_66_NA_440_NA_1_COD",2006,4,"2006-2020","Quarter 4",851.84,44,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"68",0.00402159541648303,0,0,0,3.65,3.65,"2006_4_1_2006_12_2_1_BALL_41G8_67_NA_450_NA_1_COD",2006,4,"2006-2020","Quarter 4",911.25,45,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"69",0.000375241932298456,0,0,0,0.19,0.19,"2006_4_1_2006_12_2_1_BALL_41G8_68_NA_370_NA_1_COD",2006,4,"2006-2020","Quarter 4",506.53,37,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"70",0.00283724529275213,0,0,0,1.32,1.32,"2006_4_1_2006_12_2_1_BALL_41G8_69_NA_360_NA_1_COD",2006,4,"2006-2020","Quarter 4",466.56,36,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"71",0.000167864097226885,0,0,0,0.4,0.4,"2006_4_1_2006_12_2_1_BALL_41G8_7_NA_620_NA_1_COD",2006,4,"2006-2020","Quarter 4",2383.28,62,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"72",0.00238605078005506,0,0,0,0.78,0.78,"2006_4_1_2006_12_2_1_BALL_41G8_72_NA_320_NA_1_COD",2006,4,"2006-2020","Quarter 4",327.68,32,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"73",0.00215509369178507,0,0,0,1.18,1.18,"2006_4_1_2006_12_2_1_BALL_41G8_73_NA_380_NA_1_COD",2006,4,"2006-2020","Quarter 4",548.72,38,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"74",0.00306063783015996,0,0,0,1.81,1.81,"2006_4_1_2006_12_2_1_BALL_41G8_74_NA_390_NA_1_COD",2006,4,"2006-2020","Quarter 4",593.19,39,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"75",0.00267231481848054,0,0,0,1.35,1.35,"2006_4_1_2006_12_2_1_BALL_41G8_75_NA_370_NA_1_COD",2006,4,"2006-2020","Quarter 4",506.53,37,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"76",0.00521504386772195,0,0,0,1.7,1.7,"2006_4_1_2006_12_2_1_BALL_41G8_76_NA_320_NA_1_COD",2006,4,"2006-2020","Quarter 4",327.68,32,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"77",0.00270421960304097,0,0,0,1.06,1.06,"2006_4_1_2006_12_2_1_BALL_41G8_77_NA_340_NA_1_COD",2006,4,"2006-2020","Quarter 4",393.04,34,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"78",0.0038548562809017,0,0,0,1.38,1.38,"2006_4_1_2006_12_2_1_BALL_41G8_78_NA_330_NA_1_COD",2006,4,"2006-2020","Quarter 4",359.37,33,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"79",0.00609780320184324,0,0,0,3.07,3.07,"2006_4_1_2006_12_2_1_BALL_41G8_79_NA_370_NA_1_COD",2006,4,"2006-2020","Quarter 4",506.53,37,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"80",0.00688298918387414,0,0,0,0.28,0.28,"2006_4_1_2006_12_2_1_BALL_41G8_8_NA_160_NA_1_COD",2006,4,"2006-2020","Quarter 4",40.96,16,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"81",0.00237178342811966,0,0,0,0.93,0.93,"2006_4_1_2006_12_2_1_BALL_41G8_80_NA_340_NA_1_COD",2006,4,"2006-2020","Quarter 4",393.04,34,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"82",0.00270647321428571,0,0,0,0.97,0.97,"2006_4_1_2006_12_2_1_BALL_41G8_81_NA_330_NA_1_COD",2006,4,"2006-2020","Quarter 4",359.37,33,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"83",0.000210635471013319,0,0,0,0.39,0.39,"2006_4_1_2006_12_2_1_BALL_41G8_83_NA_570_NA_1_COD",2006,4,"2006-2020","Quarter 4",1851.93,57,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
"84",0.000510744916642575,0,0,0,0.53,0.53,"2006_4_1_2006_12_2_1_BALL_41G8_84_NA_470_NA_1_COD",2006,4,"2006-2020","Quarter 4",1038.23,47,"COD",146.48984702999,0.848317206063548,-0.48834799776813,-0.270723227171054,97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name"
