"","unique_pred_id","year","quarter","pred_weight_g","pred_cm","predator_spec","depth","X","Y","lat","long","ices_rect","cruise","amphipoda_tot","bivalvia_tot","clupeidae_tot","clupea_harengus_tot","gadus_morhua_tot","gadiformes_tot","gobiidae_tot","mysidae_tot","non_bio_tot","other_crustacea_tot","other_tot","other_pisces_tot","platichthys_flesus_tot","polychaeta_tot","saduria_entomon_tot","sprattus_sprattus_tot"
"15","2015_2_506_11_FLE",2015,2,196,29.9,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","2015_2_506_12_FLE",2015,2,184,28,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"17","2015_2_506_13_FLE",2015,2,389,34.9,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,23.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","2015_2_506_14_FLE",2015,2,368,33.5,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","2015_2_506_15_FLE",2015,2,371,34,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","2015_2_506_16_FLE",2015,2,380,33.7,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,31.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","2015_2_506_17_FLE",2015,2,280,30.9,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","2015_2_506_18_FLE",2015,2,230,28.2,"FLE",42,479.275407388901,6176.07930303982,55.73,14.67,"40G4","INSPIRE",0,4.11,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"23","2015_2_7010_77_FLE",2015,2,651,43.3,"FLE",82,484.247409274497,6161.59048334387,55.6,14.75,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","2015_2_7010_78_FLE",2015,2,105,22.3,"FLE",82,484.247409274497,6161.59048334387,55.6,14.75,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","2015_2_7010_79_FLE",2015,2,432,35.3,"FLE",82,484.247409274497,6161.59048334387,55.6,14.75,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","2015_2_7010_80_FLE",2015,2,280,33.4,"FLE",82,484.247409274497,6161.59048334387,55.6,14.75,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","2015_2_709_19_FLE",2015,2,169,26.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","2015_2_709_20_FLE",2015,2,168,26.3,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","2015_2_709_21_FLE",2015,2,184,26.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","2015_2_709_22_FLE",2015,2,125,24.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","2015_2_709_24_FLE",2015,2,146,26.8,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.32,0,0
"32","2015_2_709_25_FLE",2015,2,230,29.2,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","2015_2_709_26_FLE",2015,2,161,24.9,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","2015_2_709_27_FLE",2015,2,94,22.1,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","2015_2_709_28_FLE",2015,2,124,24.2,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","2015_2_709_29_FLE",2015,2,147,24.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","2015_2_709_30_FLE",2015,2,166,27.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","2015_2_709_31_FLE",2015,2,116,23.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0
"39","2015_2_709_32_FLE",2015,2,125,24,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","2015_2_709_33_FLE",2015,2,172,26.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","2015_2_709_34_FLE",2015,2,130,24.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","2015_2_709_35_FLE",2015,2,145,25,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0
"43","2015_2_709_36_FLE",2015,2,119,23.4,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","2015_2_709_37_FLE",2015,2,199,28.1,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","2015_2_709_38_FLE",2015,2,180,27.8,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","2015_2_709_39_FLE",2015,2,113,23.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","2015_2_709_40_FLE",2015,2,197,27.2,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","2015_2_709_41_FLE",2015,2,256,31.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","2015_2_709_42_FLE",2015,2,159,25.7,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","2015_2_709_43_FLE",2015,2,92,21.3,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","2015_2_709_44_FLE",2015,2,188,28.4,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","2015_2_709_45_FLE",2015,2,193,27.2,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0
"53","2015_2_709_46_FLE",2015,2,101,21.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","2015_2_709_47_FLE",2015,2,94,21.7,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","2015_2_709_48_FLE",2015,2,230,30.5,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0
"56","2015_2_709_49_FLE",2015,2,119,23,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","2015_2_709_50_FLE",2015,2,183,28.1,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","2015_2_709_76_FLE",2015,2,258,30.4,"FLE",85,488.658128421697,6161.57682679379,55.6,14.82,"40G4","INSPIRE",0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.41,0,0
"59","2015_4_102_305_FLE",2015,4,45,15.9,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0,1.26,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0
"60","2015_4_102_306_FLE",2015,4,51,17.4,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0,0.35,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"61","2015_4_102_307_FLE",2015,4,29,14.1,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0.04,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","2015_4_102_308_FLE",2015,4,93,21,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0,1.48,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0
"63","2015_4_102_309_FLE",2015,4,19,11.8,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0,0.33,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0
"64","2015_4_102_310_FLE",2015,4,87,19.9,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",1.47,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","2015_4_102_311_FLE",2015,4,17,11.7,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","2015_4_102_312_FLE",2015,4,24,12.7,"FLE",43,477.298830590424,6206.50109155048,56.00325,14.63598,"41G4","commercial",0.03,0.02,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0
"67","2015_4_103_6_FLE",2015,4,106,21.6,"FLE",88,453.412942042296,6192.94685597668,55.87975,14.25533,"40G4","commercial",0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","2015_4_103_7_FLE",2015,4,4,8,"FLE",88,453.412942042296,6192.94685597668,55.87975,14.25533,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","2015_4_103_8_FLE",2015,4,153,26.9,"FLE",88,453.412942042296,6192.94685597668,55.87975,14.25533,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","2015_4_104_34_FLE",2015,4,123,22.5,"FLE",0,456.73678323345,6196.42065319925,55.91127,14.3079,"40G4","commercial",0,3.14,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
"71","2015_4_104_35_FLE",2015,4,75,18.3,"FLE",0,456.73678323345,6196.42065319925,55.91127,14.3079,"40G4","commercial",0,5.8,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0
"72","2015_4_105_315_FLE",2015,4,56,17.7,"FLE",51,477.926950828083,6205.54955787013,55.99473,14.64613,"40G4","commercial",0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","2015_4_105_39_FLE",2015,4,103,21.1,"FLE",3,458.009345646204,6197.10375554447,55.91752,14.32815,"40G4","commercial",0,1.35,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"74","2015_4_106_313_FLE",2015,4,168,26.5,"FLE",68,476.925182383175,6206.60101963607,56.00413,14.62998,"41G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","2015_4_106_314_FLE",2015,4,75,18,"FLE",68,476.925182383175,6206.60101963607,56.00413,14.62998,"41G4","commercial",0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"76","2015_4_107_2_FLE",2015,4,166,25.4,"FLE",0,452.623239511492,6191.16342003209,55.86365,14.24302,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","2015_4_107_3_FLE",2015,4,407,34.6,"FLE",0,452.623239511492,6191.16342003209,55.86365,14.24302,"40G4","commercial",0,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","2015_4_109_15_FLE",2015,4,53,17,"FLE",0,452.012338172673,6189.63747887484,55.84988,14.23353,"40G4","commercial",0.02,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0
"79","2015_4_110_16_FLE",2015,4,214,28,"FLE",0,451.748674489856,6189.01376121521,55.84425,14.22943,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","2015_4_110_17_FLE",2015,4,53,17.1,"FLE",0,451.748674489856,6189.01376121521,55.84425,14.22943,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","2015_4_110_18_FLE",2015,4,24,12.9,"FLE",0,451.748674489856,6189.01376121521,55.84425,14.22943,"40G4","commercial",0.4,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
"82","2015_4_110_19_FLE",2015,4,74,19.2,"FLE",0,451.748674489856,6189.01376121521,55.84425,14.22943,"40G4","commercial",0,1.62,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"83","2015_4_110_20_FLE",2015,4,54,17.1,"FLE",0,451.748674489856,6189.01376121521,55.84425,14.22943,"40G4","commercial",0,3.02,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
"84","2015_4_12_341_FLE",2015,4,116,22,"FLE",90,722.459690348262,6255.09416806665,56.388,18.604,"41G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.53,0
"85","2015_4_12_342_FLE",2015,4,184,26,"FLE",90,722.459690348262,6255.09416806665,56.388,18.604,"41G8","BITS",0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0
"86","2015_4_12_343_FLE",2015,4,152,25,"FLE",90,722.459690348262,6255.09416806665,56.388,18.604,"41G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","2015_4_16_344_FLE",2015,4,69,19,"FLE",88,718.263483160076,6242.83250275075,56.28,18.526,"41G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","2015_4_19_345_FLE",2015,4,138,23,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0
"89","2015_4_19_347_FLE",2015,4,172,26,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0
"90","2015_4_19_348_FLE",2015,4,154,25,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","2015_4_19_349_FLE",2015,4,300,32,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0
"92","2015_4_19_353_FLE",2015,4,130,22,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0
"93","2015_4_19_355_FLE",2015,4,112,20,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0
"94","2015_4_19_356_FLE",2015,4,100,21,"FLE",81,731.106225910869,6324.38417454747,57.005,18.806,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","2015_4_2_1_FLE",2015,4,322,28,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0.7,0,0,0,0,0,0,0,0,0.14,0,0,0.02,0,0
"96","2015_4_2_10_FLE",2015,4,210,26,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
"97","2015_4_2_13_FLE",2015,4,380,31,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0.02,0.99,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0
"98","2015_4_2_19_FLE",2015,4,102,22,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","2015_4_2_2_FLE",2015,4,558,36,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","2015_4_2_28_FLE",2015,4,200,24,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","2015_4_2_3_FLE",2015,4,300,29,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","2015_4_2_30_FLE",2015,4,432,33,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,5.37,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0
"103","2015_4_2_31_FLE",2015,4,186,27,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0.02,0.95,0,0,0,0,0,0,0,0.02,0.2,0,0,0,0,0
"104","2015_4_2_4_FLE",2015,4,320,34,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","2015_4_2_6_FLE",2015,4,364,30,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","2015_4_2_7_FLE",2015,4,434,32,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","2015_4_2_8_FLE",2015,4,200,25,"FLE",65,475.700314343313,6165.63614632108,55.636,14.614,"40G4","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","2015_4_201_11_FLE",2015,4,53,17.5,"FLE",23,452.820403871259,6191.27813799532,55.8647,14.24615,"40G4","commercial",0,0.72,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"109","2015_4_202_21_FLE",2015,4,77,19.4,"FLE",38,451.909838480321,6188.9207008176,55.84343,14.23202,"40G4","commercial",0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","2015_4_202_22_FLE",2015,4,28,13.5,"FLE",38,451.909838480321,6188.9207008176,55.84343,14.23202,"40G4","commercial",0.33,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0
"111","2015_4_204_9_FLE",2015,4,173,26.3,"FLE",74,454.657391455112,6194.67889348459,55.89543,14.27493,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","2015_4_205_40_FLE",2015,4,119,21.9,"FLE",41,458.246837550797,6196.45367022073,55.9117,14.33205,"40G4","commercial",0,2.12,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"113","2015_4_206_33_FLE",2015,4,172,25.2,"FLE",23,460.112567014603,6195.40317140523,55.90242,14.36205,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","2015_4_208_23_FLE",2015,4,129,24.9,"FLE",38,452.00864179746,6189.30360629864,55.84688,14.23353,"40G4","commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","2015_4_21_357_FLE",2015,4,142,23,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",1.04,1.13,0,0,0,0,0,0,0,0,0.01,0,0,0,0.18,0
"116","2015_4_21_358_FLE",2015,4,130,24,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.36,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.33,0
"117","2015_4_21_359_FLE",2015,4,106,20,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0,1.07,0
"118","2015_4_21_360_FLE",2015,4,80,19,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.05,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0
"119","2015_4_21_361_FLE",2015,4,156,25,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.04,0.41,0,0,0,0,0,0,0,1.14,0,0,0,0,0.5,0
"120","2015_4_21_362_FLE",2015,4,128,21,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","2015_4_21_363_FLE",2015,4,64,17,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0
"122","2015_4_21_365_FLE",2015,4,138,22,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0
"123","2015_4_21_368_FLE",2015,4,84,18,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","2015_4_21_369_FLE",2015,4,248,26,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",1.49,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0
"125","2015_4_21_372_FLE",2015,4,328,30,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72,0
"126","2015_4_21_380_FLE",2015,4,274,28,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.05,8.38,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
"127","2015_4_21_385_FLE",2015,4,214,29,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","2015_4_21_397_FLE",2015,4,42,15,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"129","2015_4_21_415_FLE",2015,4,182,27,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.22,0.41,0,0,0,0,0,0.02,0,0,0,0,0,0,2.72,0
"130","2015_4_21_440_FLE",2015,4,36,14,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.86,0
"131","2015_4_21_441_FLE",2015,4,456,33,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.08,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.28,0
"132","2015_4_21_442_FLE",2015,4,8,9,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"133","2015_4_21_443_FLE",2015,4,56,16,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","2015_4_21_444_FLE",2015,4,28,13,"FLE",37,729.446116169571,6338.90625579241,57.136,18.792,"43G8","BITS",0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0
