"","unique_pred_id","year","quarter","pred_weight_g","pred_cm","predator_spec","depth","X","Y","lat","long","ices_rect","cruise","amphipoda_tot","bivalvia_tot","clupeidae_tot","clupea_harengus_tot","gadus_morhua_tot","gadiformes_tot","gobiidae_tot","mysidae_tot","non_bio_tot","other_crustacea_tot","other_tot","other_pisces_tot","platichthys_flesus_tot","polychaeta_tot","saduria_entomon_tot","sprattus_sprattus_tot"
"49","2006_4_1_2006_12_2_1_BALL_41G8_47_NA_390_NA_1_COD",2006,4,593.19,39,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0
"50","2006_4_1_2006_12_2_1_BALL_41G8_48_NA_540_NA_1_COD",2006,4,1574.64,54,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0
"51","2006_4_1_2006_12_2_1_BALL_41G8_49_NA_510_NA_1_COD",2006,4,1326.51,51,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0
"52","2006_4_1_2006_12_2_1_BALL_41G8_50_NA_410_NA_1_COD",2006,4,689.21,41,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0
"53","2006_4_1_2006_12_2_1_BALL_41G8_51_NA_670_NA_1_COD",2006,4,3007.63,67,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,3.27,0,0.52,0,0
"54","2006_4_1_2006_12_2_1_BALL_41G8_52_NA_410_NA_1_COD",2006,4,689.21,41,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0
"55","2006_4_1_2006_12_2_1_BALL_41G8_53_NA_400_NA_1_COD",2006,4,640,40,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0
"56","2006_4_1_2006_12_2_1_BALL_41G8_54_NA_460_NA_1_COD",2006,4,973.36,46,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0
"57","2006_4_1_2006_12_2_1_BALL_41G8_55_NA_440_NA_1_COD",2006,4,851.84,44,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0
"58","2006_4_1_2006_12_2_1_BALL_41G8_57_NA_460_NA_1_COD",2006,4,973.36,46,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0
"59","2006_4_1_2006_12_2_1_BALL_41G8_58_NA_480_NA_1_COD",2006,4,1105.92,48,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0
"60","2006_4_1_2006_12_2_1_BALL_41G8_59_NA_380_NA_1_COD",2006,4,548.72,38,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0
"61","2006_4_1_2006_12_2_1_BALL_41G8_6_NA_400_NA_1_COD",2006,4,640,40,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0
"62","2006_4_1_2006_12_2_1_BALL_41G8_60_NA_420_NA_1_COD",2006,4,740.88,42,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
"63","2006_4_1_2006_12_2_1_BALL_41G8_62_NA_360_NA_1_COD",2006,4,466.56,36,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0
"64","2006_4_1_2006_12_2_1_BALL_41G8_63_NA_460_NA_1_COD",2006,4,973.36,46,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0
"65","2006_4_1_2006_12_2_1_BALL_41G8_64_NA_320_NA_1_COD",2006,4,327.68,32,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0
"66","2006_4_1_2006_12_2_1_BALL_41G8_65_NA_550_NA_1_COD",2006,4,1663.75,55,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.71,0,0
"67","2006_4_1_2006_12_2_1_BALL_41G8_66_NA_440_NA_1_COD",2006,4,851.84,44,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0
"68","2006_4_1_2006_12_2_1_BALL_41G8_67_NA_450_NA_1_COD",2006,4,911.25,45,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0
"69","2006_4_1_2006_12_2_1_BALL_41G8_68_NA_370_NA_1_COD",2006,4,506.53,37,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0
"70","2006_4_1_2006_12_2_1_BALL_41G8_69_NA_360_NA_1_COD",2006,4,466.56,36,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0
"71","2006_4_1_2006_12_2_1_BALL_41G8_7_NA_620_NA_1_COD",2006,4,2383.28,62,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
"72","2006_4_1_2006_12_2_1_BALL_41G8_72_NA_320_NA_1_COD",2006,4,327.68,32,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0
"73","2006_4_1_2006_12_2_1_BALL_41G8_73_NA_380_NA_1_COD",2006,4,548.72,38,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0
"74","2006_4_1_2006_12_2_1_BALL_41G8_74_NA_390_NA_1_COD",2006,4,593.19,39,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0
"75","2006_4_1_2006_12_2_1_BALL_41G8_75_NA_370_NA_1_COD",2006,4,506.53,37,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0
"76","2006_4_1_2006_12_2_1_BALL_41G8_76_NA_320_NA_1_COD",2006,4,327.68,32,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0
"77","2006_4_1_2006_12_2_1_BALL_41G8_77_NA_340_NA_1_COD",2006,4,393.04,34,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0
"78","2006_4_1_2006_12_2_1_BALL_41G8_78_NA_330_NA_1_COD",2006,4,359.37,33,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0
"79","2006_4_1_2006_12_2_1_BALL_41G8_79_NA_370_NA_1_COD",2006,4,506.53,37,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0
"80","2006_4_1_2006_12_2_1_BALL_41G8_8_NA_160_NA_1_COD",2006,4,40.96,16,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0
"81","2006_4_1_2006_12_2_1_BALL_41G8_80_NA_340_NA_1_COD",2006,4,393.04,34,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0
"82","2006_4_1_2006_12_2_1_BALL_41G8_81_NA_330_NA_1_COD",2006,4,359.37,33,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0
"83","2006_4_1_2006_12_2_1_BALL_41G8_83_NA_570_NA_1_COD",2006,4,1851.93,57,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0
"84","2006_4_1_2006_12_2_1_BALL_41G8_84_NA_470_NA_1_COD",2006,4,1038.23,47,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0
"85","2006_4_1_2006_12_2_1_BALL_41G8_85_NA_520_NA_1_COD",2006,4,1406.08,52,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,10.57
"86","2006_4_1_2006_12_2_1_BALL_41G8_86_NA_410_NA_1_COD",2006,4,689.21,41,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0
"87","2006_4_1_2006_12_2_1_BALL_41G8_87_NA_440_NA_1_COD",2006,4,851.84,44,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0
"88","2006_4_1_2006_12_2_1_BALL_41G8_88_NA_560_NA_1_COD",2006,4,1756.16,56,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
"89","2006_4_1_2006_12_2_1_BALL_41G8_89_NA_530_NA_1_COD",2006,4,1488.77,53,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0
"90","2006_4_1_2006_12_2_1_BALL_41G8_9_NA_440_NA_1_COD",2006,4,851.84,44,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
"91","2006_4_1_2006_12_2_1_BALL_41G8_90_NA_470_NA_1_COD",2006,4,1038.23,47,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0
"92","2006_4_1_2006_12_2_1_BALL_41G8_91_NA_410_NA_1_COD",2006,4,689.21,41,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0
"93","2006_4_1_2006_12_2_1_BALL_41G8_92_NA_430_NA_1_COD",2006,4,795.07,43,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
"94","2006_4_1_2006_12_2_1_BALL_41G8_94_NA_280_NA_1_COD",2006,4,219.52,28,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0
"95","2006_4_1_2006_12_2_1_BALL_41G8_95_NA_510_NA_1_COD",2006,4,1326.51,51,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0
"96","2006_4_1_2006_12_2_1_BALL_41G8_96_NA_460_NA_1_COD",2006,4,973.36,46,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0
"97","2006_4_1_2006_12_2_1_BALL_41G8_97_NA_410_NA_1_COD",2006,4,689.21,41,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"98","2006_4_1_2006_12_2_1_BALL_41G8_98_NA_480_NA_1_COD",2006,4,1105.92,48,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0
"99","2006_4_1_2006_12_2_1_BALL_41G8_99_NA_510_NA_1_COD",2006,4,1326.51,51,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,18.64,0,0,0,0
"100","2006_4_3_2006_12_3_3_BALL_41G8_10_NA_390_NA_1_COD",2006,4,593.19,39,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,27.88,0,0,0,0.45,0,0,0,0,0,0,0.32,0
"101","2006_4_3_2006_12_3_3_BALL_41G8_11_NA_300_NA_1_COD",2006,4,270,30,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0
"102","2006_4_3_2006_12_3_3_BALL_41G8_13_NA_260_NA_1_COD",2006,4,175.76,26,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0
"103","2006_4_3_2006_12_3_3_BALL_41G8_14_NA_270_NA_1_COD",2006,4,196.83,27,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0
"104","2006_4_3_2006_12_3_3_BALL_41G8_16_NA_270_NA_1_COD",2006,4,196.83,27,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0
"105","2006_4_3_2006_12_3_3_BALL_41G8_17_NA_260_NA_1_COD",2006,4,175.76,26,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0
"106","2006_4_3_2006_12_3_3_BALL_41G8_18_NA_210_NA_1_COD",2006,4,92.61,21,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0
"107","2006_4_3_2006_12_3_3_BALL_41G8_19_NA_200_NA_1_COD",2006,4,80,20,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0
"108","2006_4_3_2006_12_3_3_BALL_41G8_2_NA_360_NA_1_COD",2006,4,466.56,36,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0
"109","2006_4_3_2006_12_3_3_BALL_41G8_20_NA_220_NA_1_COD",2006,4,106.48,22,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0
